"","contest_title","precinct","winning_candidate","winning_party","trailing_candidate","trailing_party","winning_count_early","winning_count_person","winning_count_mail","winning_count_total","trailing_count_early","trailing_count_person","trailing_count_mail","trailing_count_total","total_count","Year"
"3261","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",141,"Cecilia Oseguera","DEM",NA,NA,490,272,14,776,NA,NA,NA,NA,776,2022
"3262","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",142,"Cecilia Oseguera","DEM",NA,NA,1273,846,191,2310,NA,NA,NA,NA,2310,2022
"3263","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",143,"Cecilia Oseguera","DEM",NA,NA,1138,865,169,2172,NA,NA,NA,NA,2172,2022
"3264","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",144,"Cecilia Oseguera","DEM",NA,NA,775,609,110,1494,NA,NA,NA,NA,1494,2022
"3265","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",145,"Cecilia Oseguera","DEM",NA,NA,2301,1668,379,4348,NA,NA,NA,NA,4348,2022
"3266","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",146,"Cecilia Oseguera","DEM",NA,NA,841,592,83,1516,NA,NA,NA,NA,1516,2022
"3267","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",147,"Cecilia Oseguera","DEM",NA,NA,684,433,77,1194,NA,NA,NA,NA,1194,2022
"3268","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",148,"Cecilia Oseguera","DEM",NA,NA,2351,1420,313,4084,NA,NA,NA,NA,4084,2022
"3269","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",149,"Cecilia Oseguera","DEM",NA,NA,1258,862,143,2263,NA,NA,NA,NA,2263,2022
"3270","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",150,"Cecilia Oseguera","DEM",NA,NA,761,537,85,1383,NA,NA,NA,NA,1383,2022
"3271","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",151,"Cecilia Oseguera","DEM",NA,NA,1212,963,128,2303,NA,NA,NA,NA,2303,2022
"3272","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",200,"Cecilia Oseguera","DEM",NA,NA,570,401,74,1045,NA,NA,NA,NA,1045,2022
"3273","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",201,"Cecilia Oseguera","DEM",NA,NA,1679,1115,144,2938,NA,NA,NA,NA,2938,2022
"3274","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",202,"Cecilia Oseguera","DEM",NA,NA,2124,915,248,3287,NA,NA,NA,NA,3287,2022
"3275","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",203,"Cecilia Oseguera","DEM",NA,NA,1323,1183,149,2655,NA,NA,NA,NA,2655,2022
"3276","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",204,"Cecilia Oseguera","DEM",NA,NA,1170,899,103,2172,NA,NA,NA,NA,2172,2022
"3277","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",205,"Cecilia Oseguera","DEM",NA,NA,801,648,107,1556,NA,NA,NA,NA,1556,2022
"3278","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",206,"Cecilia Oseguera","DEM",NA,NA,1907,1020,274,3201,NA,NA,NA,NA,3201,2022
"3279","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",207,"Cecilia Oseguera","DEM",NA,NA,1016,879,178,2073,NA,NA,NA,NA,2073,2022
"3280","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",208,"Cecilia Oseguera","DEM",NA,NA,894,677,123,1694,NA,NA,NA,NA,1694,2022
"3281","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",209,"Cecilia Oseguera","DEM",NA,NA,963,690,149,1802,NA,NA,NA,NA,1802,2022
"3282","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",210,"Cecilia Oseguera","DEM",NA,NA,1621,726,101,2448,NA,NA,NA,NA,2448,2022
"3283","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",211,"Cecilia Oseguera","DEM",NA,NA,2161,1311,194,3666,NA,NA,NA,NA,3666,2022
"3284","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",212,"Cecilia Oseguera","DEM",NA,NA,2506,1468,252,4226,NA,NA,NA,NA,4226,2022
"3285","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",213,"Cecilia Oseguera","DEM",NA,NA,999,757,76,1832,NA,NA,NA,NA,1832,2022
"3286","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",214,"Cecilia Oseguera","DEM",NA,NA,829,624,88,1541,NA,NA,NA,NA,1541,2022
"3287","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",215,"Cecilia Oseguera","DEM",NA,NA,748,596,100,1444,NA,NA,NA,NA,1444,2022
"3288","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",216,"Cecilia Oseguera","DEM",NA,NA,1032,756,123,1911,NA,NA,NA,NA,1911,2022
"3289","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",217,"Cecilia Oseguera","DEM",NA,NA,547,384,59,990,NA,NA,NA,NA,990,2022
"3290","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",218,"Cecilia Oseguera","DEM",NA,NA,447,453,45,945,NA,NA,NA,NA,945,2022
"3291","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",219,"Cecilia Oseguera","DEM",NA,NA,443,348,48,839,NA,NA,NA,NA,839,2022
"3292","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",220,"Cecilia Oseguera","DEM",NA,NA,605,358,69,1032,NA,NA,NA,NA,1032,2022
"3293","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",221,"Cecilia Oseguera","DEM",NA,NA,792,594,83,1469,NA,NA,NA,NA,1469,2022
"3294","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",222,"Cecilia Oseguera","DEM",NA,NA,1348,1019,114,2481,NA,NA,NA,NA,2481,2022
"3295","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",223,"Cecilia Oseguera","DEM",NA,NA,1712,1036,147,2895,NA,NA,NA,NA,2895,2022
"3296","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",224,"Cecilia Oseguera","DEM",NA,NA,541,509,75,1125,NA,NA,NA,NA,1125,2022
"3297","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",225,"Cecilia Oseguera","DEM",NA,NA,491,539,75,1105,NA,NA,NA,NA,1105,2022
"3298","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",226,"Cecilia Oseguera","DEM",NA,NA,808,421,94,1323,NA,NA,NA,NA,1323,2022
"3299","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",227,"Cecilia Oseguera","DEM",NA,NA,1427,1070,267,2764,NA,NA,NA,NA,2764,2022
"3300","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",228,"Cecilia Oseguera","DEM",NA,NA,735,653,100,1488,NA,NA,NA,NA,1488,2022
"3301","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",229,"Cecilia Oseguera","DEM",NA,NA,3015,1621,484,5120,NA,NA,NA,NA,5120,2022
"3302","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",230,"Cecilia Oseguera","DEM",NA,NA,2028,1474,235,3737,NA,NA,NA,NA,3737,2022
"3303","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",231,"Cecilia Oseguera","DEM",NA,NA,867,731,141,1739,NA,NA,NA,NA,1739,2022
"3304","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",232,"Cecilia Oseguera","DEM",NA,NA,1002,695,172,1869,NA,NA,NA,NA,1869,2022
"3305","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",233,"Cecilia Oseguera","DEM",NA,NA,1033,695,195,1923,NA,NA,NA,NA,1923,2022
"3306","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",234,"Cecilia Oseguera","DEM",NA,NA,497,490,70,1057,NA,NA,NA,NA,1057,2022
"3307","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",235,"Cecilia Oseguera","DEM",NA,NA,473,441,75,989,NA,NA,NA,NA,989,2022
"3308","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",236,"Cecilia Oseguera","DEM",NA,NA,820,653,86,1559,NA,NA,NA,NA,1559,2022
"3309","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",237,"Cecilia Oseguera","DEM",NA,NA,709,626,81,1416,NA,NA,NA,NA,1416,2022
"3310","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",238,"Cecilia Oseguera","DEM",NA,NA,748,597,95,1440,NA,NA,NA,NA,1440,2022
"3311","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",239,"Cecilia Oseguera","DEM",NA,NA,781,639,99,1519,NA,NA,NA,NA,1519,2022
"3312","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",240,"Cecilia Oseguera","DEM",NA,NA,1103,669,172,1944,NA,NA,NA,NA,1944,2022
"3313","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",241,"Cecilia Oseguera","DEM",NA,NA,2187,1325,343,3855,NA,NA,NA,NA,3855,2022
"3314","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",242,"Cecilia Oseguera","DEM",NA,NA,535,327,96,958,NA,NA,NA,NA,958,2022
"3315","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 18",243,"Cecilia Oseguera","DEM",NA,NA,2137,1336,258,3731,NA,NA,NA,NA,3731,2022
"3316","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",1,"Samantha C. Mobley","DEM",NA,NA,377,358,92,827,NA,NA,NA,NA,827,2022
"3317","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",2,"Samantha C. Mobley","DEM",NA,NA,769,711,125,1605,NA,NA,NA,NA,1605,2022
"3318","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",3,"Samantha C. Mobley","DEM",NA,NA,340,258,26,624,NA,NA,NA,NA,624,2022
"3319","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",4,"Samantha C. Mobley","DEM",NA,NA,311,354,60,725,NA,NA,NA,NA,725,2022
"3320","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",5,"Samantha C. Mobley","DEM",NA,NA,206,289,21,516,NA,NA,NA,NA,516,2022
"3321","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",6,"Samantha C. Mobley","DEM",NA,NA,277,312,35,624,NA,NA,NA,NA,624,2022
"3322","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",7,"Samantha C. Mobley","DEM",NA,NA,446,351,77,874,NA,NA,NA,NA,874,2022
"3323","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",8,"Samantha C. Mobley","DEM",NA,NA,502,427,82,1011,NA,NA,NA,NA,1011,2022
"3324","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",9,"Samantha C. Mobley","DEM",NA,NA,976,936,156,2068,NA,NA,NA,NA,2068,2022
"3325","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",10,"Samantha C. Mobley","DEM",NA,NA,697,591,96,1384,NA,NA,NA,NA,1384,2022
"3326","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",11,"Samantha C. Mobley","DEM",NA,NA,1982,1202,217,3401,NA,NA,NA,NA,3401,2022
"3327","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",12,"Samantha C. Mobley","DEM",NA,NA,510,426,48,984,NA,NA,NA,NA,984,2022
"3328","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",13,"Samantha C. Mobley","DEM",NA,NA,791,735,114,1640,NA,NA,NA,NA,1640,2022
"3329","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",14,"Samantha C. Mobley","DEM",NA,NA,881,849,125,1855,NA,NA,NA,NA,1855,2022
"3330","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",15,"Samantha C. Mobley","DEM",NA,NA,999,1114,170,2283,NA,NA,NA,NA,2283,2022
"3331","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",16,"Samantha C. Mobley","DEM",NA,NA,748,456,48,1252,NA,NA,NA,NA,1252,2022
"3332","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",17,"Samantha C. Mobley","DEM",NA,NA,234,304,29,567,NA,NA,NA,NA,567,2022
"3333","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",18,"Samantha C. Mobley","DEM",NA,NA,320,443,68,831,NA,NA,NA,NA,831,2022
"3334","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",19,"Samantha C. Mobley","DEM",NA,NA,458,322,61,841,NA,NA,NA,NA,841,2022
"3335","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",20,"Samantha C. Mobley","DEM",NA,NA,637,544,112,1293,NA,NA,NA,NA,1293,2022
"3336","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",21,"Samantha C. Mobley","DEM",NA,NA,550,631,76,1257,NA,NA,NA,NA,1257,2022
"3337","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",22,"Samantha C. Mobley","DEM",NA,NA,1413,1335,251,2999,NA,NA,NA,NA,2999,2022
"3338","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",23,"Samantha C. Mobley","DEM",NA,NA,482,436,41,959,NA,NA,NA,NA,959,2022
"3339","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",24,"Samantha C. Mobley","DEM",NA,NA,570,401,32,1003,NA,NA,NA,NA,1003,2022
"3340","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",25,"Samantha C. Mobley","DEM",NA,NA,446,302,23,771,NA,NA,NA,NA,771,2022
"3341","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",26,"Samantha C. Mobley","DEM",NA,NA,779,477,42,1298,NA,NA,NA,NA,1298,2022
"3342","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",27,"Samantha C. Mobley","DEM",NA,NA,387,332,43,762,NA,NA,NA,NA,762,2022
"3343","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",28,"Samantha C. Mobley","DEM",NA,NA,442,437,65,944,NA,NA,NA,NA,944,2022
"3344","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",29,"Samantha C. Mobley","DEM",NA,NA,445,399,67,911,NA,NA,NA,NA,911,2022
"3345","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",30,"Samantha C. Mobley","DEM",NA,NA,958,909,128,1995,NA,NA,NA,NA,1995,2022
"3346","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",31,"Samantha C. Mobley","DEM",NA,NA,464,270,19,753,NA,NA,NA,NA,753,2022
"3347","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",32,"Samantha C. Mobley","DEM",NA,NA,443,454,89,986,NA,NA,NA,NA,986,2022
"3348","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",33,"Samantha C. Mobley","DEM",NA,NA,352,387,28,767,NA,NA,NA,NA,767,2022
"3349","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",34,"Samantha C. Mobley","DEM",NA,NA,482,584,79,1145,NA,NA,NA,NA,1145,2022
"3350","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",35,"Samantha C. Mobley","DEM",NA,NA,490,430,56,976,NA,NA,NA,NA,976,2022
"3351","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",36,"Samantha C. Mobley","DEM",NA,NA,635,472,108,1215,NA,NA,NA,NA,1215,2022
"3352","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",37,"Samantha C. Mobley","DEM",NA,NA,529,458,57,1044,NA,NA,NA,NA,1044,2022
"3353","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",38,"Samantha C. Mobley","DEM",NA,NA,465,347,37,849,NA,NA,NA,NA,849,2022
"3354","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",39,"Samantha C. Mobley","DEM",NA,NA,451,266,23,740,NA,NA,NA,NA,740,2022
"3355","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",40,"Samantha C. Mobley","DEM",NA,NA,333,388,14,735,NA,NA,NA,NA,735,2022
"3356","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",41,"Samantha C. Mobley","DEM",NA,NA,361,343,28,732,NA,NA,NA,NA,732,2022
"3357","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",42,"Samantha C. Mobley","DEM",NA,NA,476,402,32,910,NA,NA,NA,NA,910,2022
"3358","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",43,"Samantha C. Mobley","DEM",NA,NA,513,402,37,952,NA,NA,NA,NA,952,2022
"3359","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",44,"Samantha C. Mobley","DEM",NA,NA,505,449,54,1008,NA,NA,NA,NA,1008,2022
"3360","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",45,"Samantha C. Mobley","DEM",NA,NA,304,406,32,742,NA,NA,NA,NA,742,2022
"3361","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",46,"Samantha C. Mobley","DEM",NA,NA,451,595,70,1116,NA,NA,NA,NA,1116,2022
"3362","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",47,"Samantha C. Mobley","DEM",NA,NA,740,471,145,1356,NA,NA,NA,NA,1356,2022
"3363","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",48,"Samantha C. Mobley","DEM",NA,NA,411,421,78,910,NA,NA,NA,NA,910,2022
"3364","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",49,"Samantha C. Mobley","DEM",NA,NA,679,578,81,1338,NA,NA,NA,NA,1338,2022
"3365","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",50,"Samantha C. Mobley","DEM",NA,NA,510,287,45,842,NA,NA,NA,NA,842,2022
"3366","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",51,"Samantha C. Mobley","DEM",NA,NA,635,563,114,1312,NA,NA,NA,NA,1312,2022
"3367","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",52,"Samantha C. Mobley","DEM",NA,NA,630,426,44,1100,NA,NA,NA,NA,1100,2022
"3368","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",53,"Samantha C. Mobley","DEM",NA,NA,509,412,53,974,NA,NA,NA,NA,974,2022
"3369","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",54,"Samantha C. Mobley","DEM",NA,NA,687,487,42,1216,NA,NA,NA,NA,1216,2022
"3370","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",55,"Samantha C. Mobley","DEM",NA,NA,332,217,18,567,NA,NA,NA,NA,567,2022
"3371","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",56,"Samantha C. Mobley","DEM",NA,NA,259,270,21,550,NA,NA,NA,NA,550,2022
"3372","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",57,"Samantha C. Mobley","DEM",NA,NA,671,325,79,1075,NA,NA,NA,NA,1075,2022
"3373","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",58,"Samantha C. Mobley","DEM",NA,NA,490,445,59,994,NA,NA,NA,NA,994,2022
"3374","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",59,"Samantha C. Mobley","DEM",NA,NA,295,286,33,614,NA,NA,NA,NA,614,2022
"3375","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",60,"Samantha C. Mobley","DEM",NA,NA,494,292,31,817,NA,NA,NA,NA,817,2022
"3376","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",61,"Samantha C. Mobley","DEM",NA,NA,491,379,115,985,NA,NA,NA,NA,985,2022
"3377","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",62,"Samantha C. Mobley","DEM",NA,NA,257,260,28,545,NA,NA,NA,NA,545,2022
"3378","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",63,"Samantha C. Mobley","DEM",NA,NA,342,306,35,683,NA,NA,NA,NA,683,2022
"3379","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",64,"Samantha C. Mobley","DEM",NA,NA,328,169,29,526,NA,NA,NA,NA,526,2022
"3380","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",65,"Samantha C. Mobley","DEM",NA,NA,354,290,54,698,NA,NA,NA,NA,698,2022
"3381","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",66,"Samantha C. Mobley","DEM",NA,NA,443,347,61,851,NA,NA,NA,NA,851,2022
"3382","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",67,"Samantha C. Mobley","DEM",NA,NA,380,292,70,742,NA,NA,NA,NA,742,2022
"3383","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",68,"Samantha C. Mobley","DEM",NA,NA,279,305,39,623,NA,NA,NA,NA,623,2022
"3384","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",69,"Samantha C. Mobley","DEM",NA,NA,1100,651,166,1917,NA,NA,NA,NA,1917,2022
"3385","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",70,"Samantha C. Mobley","DEM",NA,NA,634,414,94,1142,NA,NA,NA,NA,1142,2022
"3386","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",71,"Samantha C. Mobley","DEM",NA,NA,511,377,66,954,NA,NA,NA,NA,954,2022
"3387","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",72,"Samantha C. Mobley","DEM",NA,NA,372,318,48,738,NA,NA,NA,NA,738,2022
"3388","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",73,"Samantha C. Mobley","DEM",NA,NA,375,314,31,720,NA,NA,NA,NA,720,2022
"3389","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",74,"Samantha C. Mobley","DEM",NA,NA,719,511,119,1349,NA,NA,NA,NA,1349,2022
"3390","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",75,"Samantha C. Mobley","DEM",NA,NA,842,535,130,1507,NA,NA,NA,NA,1507,2022
"3391","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",76,"Samantha C. Mobley","DEM",NA,NA,744,501,82,1327,NA,NA,NA,NA,1327,2022
"3392","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",77,"Samantha C. Mobley","DEM",NA,NA,484,361,36,881,NA,NA,NA,NA,881,2022
"3393","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",78,"Samantha C. Mobley","DEM",NA,NA,488,456,65,1009,NA,NA,NA,NA,1009,2022
"3394","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",79,"Samantha C. Mobley","DEM",NA,NA,340,352,41,733,NA,NA,NA,NA,733,2022
"3395","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",80,"Samantha C. Mobley","DEM",NA,NA,527,572,55,1154,NA,NA,NA,NA,1154,2022
"3396","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",81,"Samantha C. Mobley","DEM",NA,NA,836,537,76,1449,NA,NA,NA,NA,1449,2022
"3397","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",82,"Samantha C. Mobley","DEM",NA,NA,426,450,44,920,NA,NA,NA,NA,920,2022
"3398","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",83,"Samantha C. Mobley","DEM",NA,NA,468,528,71,1067,NA,NA,NA,NA,1067,2022
"3399","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",84,"Samantha C. Mobley","DEM",NA,NA,316,302,44,662,NA,NA,NA,NA,662,2022
"3400","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",85,"Samantha C. Mobley","DEM",NA,NA,625,343,83,1051,NA,NA,NA,NA,1051,2022
"3401","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",86,"Samantha C. Mobley","DEM",NA,NA,532,298,110,940,NA,NA,NA,NA,940,2022
"3402","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",87,"Samantha C. Mobley","DEM",NA,NA,489,431,77,997,NA,NA,NA,NA,997,2022
"3403","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",88,"Samantha C. Mobley","DEM",NA,NA,555,374,67,996,NA,NA,NA,NA,996,2022
"3404","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",89,"Samantha C. Mobley","DEM",NA,NA,1113,894,116,2123,NA,NA,NA,NA,2123,2022
"3405","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",90,"Samantha C. Mobley","DEM",NA,NA,350,243,66,659,NA,NA,NA,NA,659,2022
"3406","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",91,"Samantha C. Mobley","DEM",NA,NA,1097,689,217,2003,NA,NA,NA,NA,2003,2022
"3407","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",92,"Samantha C. Mobley","DEM",NA,NA,618,442,115,1175,NA,NA,NA,NA,1175,2022
"3408","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",93,"Samantha C. Mobley","DEM",NA,NA,403,297,47,747,NA,NA,NA,NA,747,2022
"3409","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",94,"Samantha C. Mobley","DEM",NA,NA,308,285,42,635,NA,NA,NA,NA,635,2022
"3410","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",95,"Samantha C. Mobley","DEM",NA,NA,275,298,35,608,NA,NA,NA,NA,608,2022
"3411","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",96,"Samantha C. Mobley","DEM",NA,NA,514,331,68,913,NA,NA,NA,NA,913,2022
"3412","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",97,"Samantha C. Mobley","DEM",NA,NA,166,305,21,492,NA,NA,NA,NA,492,2022
"3413","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",98,"Samantha C. Mobley","DEM",NA,NA,351,325,34,710,NA,NA,NA,NA,710,2022
"3414","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",99,"Samantha C. Mobley","DEM",NA,NA,214,257,20,491,NA,NA,NA,NA,491,2022
"3415","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",100,"Samantha C. Mobley","DEM",NA,NA,664,504,92,1260,NA,NA,NA,NA,1260,2022
"3416","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",101,"Samantha C. Mobley","DEM",NA,NA,532,290,61,883,NA,NA,NA,NA,883,2022
"3417","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",102,"Samantha C. Mobley","DEM",NA,NA,708,698,81,1487,NA,NA,NA,NA,1487,2022
"3418","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",103,"Samantha C. Mobley","DEM",NA,NA,794,565,148,1507,NA,NA,NA,NA,1507,2022
"3419","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",104,"Samantha C. Mobley","DEM",NA,NA,604,408,52,1064,NA,NA,NA,NA,1064,2022
"3420","NC DISTRICT COURT JUDGE DISTRICT 26 SEAT 19",105,"Samantha C. Mobley","DEM",NA,NA,621,512,51,1184,NA,NA,NA,NA,1184,2022
